,username,orario,text
77,CBKNEWS121,2023-09-27 19:00:12+00:00,"Trump on the prospect of facing Biden in 2024:

""I don't imagine he gets to the starting gate, but he's the most incompetent president in history.""

""Trump Tower""

#MAGA #AmericaFirst #Trump2024 https://t.co/XbHKiQGddw"
78,Marty0685724149,2023-09-27 19:00:09+00:00,"@Unfilteredboss1 At 15% 🫵🏻😆😂🤣😆😂🤣😆😂🤣🫵🏻🤣😂😆😂🤣😆
#TRUMP2024"
79,Truth_Junkie2,2023-09-27 19:00:07+00:00,#TRUMP2024 🇺🇲
80,CBKNEWS121,2023-09-27 18:58:04+00:00,"Trump says the enthusiasm from his supporters is higher than it was in 2016 or 2020: 

""This is the greatest spirit I've ever seen.""

#AmericaFirst #MAGA #Trump2024 https://t.co/IOiXEJb5eu"
81,Minn4Trump,2023-09-27 18:59:51+00:00,"Only in Minnesota (or Canada🇨🇦) The Punisher and a Trump flag with the Hockey stick pole🇺🇸
#Trump2023
#Trump2024 https://t.co/j4JEa5zBB1"
82,kyestephens4,2023-09-27 18:59:44+00:00,Yes 👏 #Trump2024
83,PapiTrumpo,2023-09-26 23:38:38+00:00,NOW THAT'S A PRESIDENTIAL PORTRAIT!!!🥳🥳🥳
84,Nursetek72,2023-09-27 18:59:35+00:00,"Hard pass.
#Trump2024"
85,FoxNews,2023-09-27 17:16:32+00:00,#DEMOCRACY24: Where the candidates stand on the critical issues facing America tonight on the Fox Business Republican debate. https://t.co/qj79UoXiCj https://t.co/dmUxb1zu3K
86,TarotKat,2023-09-27 18:58:10+00:00,"I. AM. SOOOO. INFURIATED BY THESE VICIOUS  NUMBSKULLS.

You can order it, judge, but--don't hold your breath.
#Trump2024
https://t.co/9PPTbuvp03"
87,LisaKitter,2023-09-27 18:58:05+00:00,"@BasedSolutions1 What you think about you bring about.

As a collective consciousness, we need to focus on prayers, faith, positive visualization, and word of mouth!

🇺🇸🙏🇺🇸🙏🇺🇸

No doomsday talk.

Your word is your wand.

#Trump2024"
88,CBKNEWS121,2023-09-27 18:58:04+00:00,"Trump says the enthusiasm from his supporters is higher than it was in 2016 or 2020: 

""This is the greatest spirit I've ever seen.""

#AmericaFirst #MAGA #Trump2024 https://t.co/IOiXEJb5eu"
89,KebeueK,2023-09-27 18:57:53+00:00,Good morning! Wishing you a positive and productive day ahead. Enjoy every moment! #GoodMorning #Haveaniceday #MAGA #Patriots #IFBAP #Trump2024 #DevilMayCry #Wednesdayvibe #WednesdayMotivation #FashionNova #RudyGay #noahkahan #TRUMP2024ToSaveAmerica #trumprally #TrumpTrain https://t.co/oB3iBQ0oYS
90,1sweetnsassy1,2023-09-27 18:57:42+00:00,"@JudgeJeanine None of the above.  Trump 💯 #Trump2024
DeSantis is a RINO
Vivek is a fraud
Nikki is an incompetent RINO
Tim Scott is interviewing for a VP job"
91,BlakeFoam,2023-09-27 18:57:31+00:00,#Trump2024 https://t.co/WbdC7Pg6ne
92,CBKNEWS121,2023-09-27 18:56:45+00:00,"Trump: ""The reason that Republicans didn't do well in the midterms is because they didn't know how to talk about the abortion issue.""

#AmericaFirst  #MAGA #Trump2024 https://t.co/pL2TiDUTNh"
93,BasedinCali13,2023-09-27 18:56:25+00:00,@StephenKing How’s it feel to have #Trump2024 live in your head rent free? Please tell me how Biden is any better? Pleeeeeeeeeease!
94,newulmspeedy1,2023-09-27 18:56:00+00:00,They have no chance! #MAGA #TRUMP2024 #TRUMPWON2020
95,catturd2,2023-09-27 16:21:10+00:00,Nope - 💤💤💤💤💤💤💤💤💤💤💤💤
96,CBKNEWS121,2023-09-27 18:54:36+00:00,"""Trump Tower""👍

Trump asked if he thinks Matt Gaetz should run for Florida governor: 

""He's a great guy. A wonderful person. He's strong.""

#Trump2024 #MAGA #AmericaFirst https://t.co/mDtJbQ3Tro"
97,RealTreyDurant,2023-09-27 18:54:22+00:00,@PapiTrumpo Let them go bankrupt. They deserve nothing less. I'm not watching. #Trump2024
98,FartinLKing45,2023-09-27 18:53:51+00:00,"@TheDemocrats @BidenHQ 🤣🤣🤣

Follow along so we can spin and deflect the story!!! 

#Trump2024"
99,coley042216,2023-09-27 18:53:51+00:00,"Plz, Plz, Can you accept my invitation so that I can get free cash?
https://t.co/xPO4jKeUUZ

#helpmeout #getsomemoney #temu #cashapp #paypal #chime #AaminaSheikh #ajafey #Trump2024"
100,EugeneComiskey,2023-09-27 18:53:48+00:00,"@WordswithSteph How does it feel, Stephanie, to be a tool of the Deep State? I’m sure your parents are proud.

#Trump2024
THE STORM IS COMING! https://t.co/2FKWS8MpdN"
